age,family,income,education,ccavg,mortgage,secacc,cdacc,online,ccard,loan
36,3,181,1,1.4,0,0,0,0,0,1
38,2,112,1,2.2,394,0,0,0,0,0
34,2,138,1,7.8,227,0,0,1,0,0
41,3,94,2,3.8,327,1,1,1,0,1
43,1,113,1,1.7,0,0,0,0,0,0
30,4,112,2,5.0,0,0,0,0,1,1
37,2,190,1,3.0,475,0,0,1,0,0
62,1,38,3,1.1,0,0,0,1,0,0
40,1,32,3,1.4,158,0,0,1,0,0
35,3,104,2,0.6,0,0,0,0,1,0
64,1,43,2,1.9,0,0,0,1,0,0
49,3,45,2,1.7,0,1,0,1,0,0
24,2,35,2,1.7,0,0,0,0,0,0
36,4,42,2,1.2,0,0,0,1,1,0
29,1,58,2,0.8,0,0,0,1,1,0
29,4,103,1,3.4,0,0,0,1,0,1
28,1,71,2,3.3,149,1,1,1,0,1
33,1,14,2,0.4,98,0,0,1,0,0
36,3,98,3,1.2,0,1,0,0,1,0
42,1,90,2,0.1,0,0,0,0,1,0
25,4,65,1,0.2,0,1,0,0,0,0
28,4,19,1,0.4,0,0,0,1,1,0
50,3,35,2,1.7,0,0,0,1,1,0
34,4,71,1,1.3,0,0,0,1,0,0
43,3,31,1,0.5,0,0,0,0,0,0
62,4,43,2,1.2,0,0,0,1,0,0
61,1,24,2,1.5,87,1,0,0,0,0
45,2,58,3,0.4,0,1,0,0,1,0
42,2,115,1,0.4,0,0,0,1,0,0
39,2,168,1,8.0,152,1,0,0,0,0
29,1,128,1,1.5,0,0,0,1,1,0
45,1,138,1,7.0,0,0,0,0,1,0
58,3,81,2,1.7,0,0,0,1,1,0
29,4,41,3,1.3,0,0,0,1,0,0
32,2,123,2,2.9,0,0,0,1,0,1
37,2,71,1,2.7,94,0,0,1,0,0
48,1,8,3,0.4,0,0,0,0,1,0
40,2,42,1,0.7,101,0,0,1,0,0
29,2,62,1,2.5,184,0,0,1,0,0
36,4,22,1,1.0,91,1,0,1,0,0
35,4,38,2,1.0,0,0,0,1,0,0
35,4,24,2,0.4,0,0,0,0,0,0
62,3,50,1,2.4,0,0,0,1,0,0
26,4,190,2,1.3,197,0,0,1,0,1
32,2,94,1,3.1,0,0,0,1,0,0
63,4,165,3,5.1,0,0,0,0,0,1
38,4,43,2,1.2,0,0,0,0,1,0
50,1,48,2,1.6,0,0,0,0,1,0
46,3,52,2,2.7,228,0,0,0,1,0
50,4,84,1,4.9,0,0,0,1,0,0
61,1,131,1,0.9,0,0,0,1,0,0
34,4,44,1,0.2,0,0,0,0,0,0
27,4,78,1,0.2,87,0,0,0,0,0
61,4,15,2,0.4,0,0,0,0,0,0
45,4,38,3,1.9,144,0,0,1,1,0
50,1,84,3,1.3,0,1,0,1,0,0
44,1,122,1,0.3,0,0,0,1,0,0
62,2,98,1,2.8,0,0,0,0,0,0
45,3,80,2,2.67,0,0,0,0,0,0
41,2,165,1,8.0,0,0,0,1,0,0
30,2,121,1,3.3,0,0,0,0,1,0
61,3,20,2,0.4,94,0,0,0,0,0
45,1,11,1,0.2,91,0,0,0,0,0
59,1,45,3,1.8,0,0,0,1,0,0
30,2,118,2,2.8,0,0,0,0,0,1
60,2,14,1,0.3,109,0,0,1,1,0
39,3,30,2,0.2,0,0,0,0,0,0
56,1,45,1,0.2,98,0,0,0,0,0
56,3,80,1,2.67,0,0,0,1,0,0
27,4,25,2,0.3,0,0,0,1,1,0
66,1,144,1,2.5,0,1,1,1,1,0
43,4,84,3,0.2,297,0,0,1,0,0
53,2,22,1,0.4,0,0,0,1,0,0
44,3,33,1,1.5,0,0,0,1,1,0
54,4,60,3,2.6,0,0,0,0,0,0
31,4,81,2,2.2,116,0,0,1,0,0
38,1,169,3,6.8,0,0,1,1,1,1
28,2,63,3,1.6,0,0,0,1,0,0
51,2,12,3,0.7,109,0,0,1,1,0
52,4,15,1,0.8,101,0,0,0,0,0
64,1,39,3,0.5,0,1,1,1,1,0
29,4,44,2,2.0,0,0,0,1,0,0
34,1,110,1,4.0,0,0,0,1,0,0
33,3,130,2,6.3,99,0,0,0,1,1
46,1,41,3,1.4,128,0,0,1,0,0
48,1,59,3,1.4,241,0,0,1,0,0
52,2,39,1,0.8,0,0,0,1,0,0
44,4,35,2,0.0,0,0,0,1,0,0
51,1,80,2,2.6,0,0,0,1,1,0
47,1,81,2,2.67,0,0,0,1,0,0
39,2,31,3,0.8,0,0,0,0,0,0
42,4,93,3,1.9,0,0,0,0,0,0
57,4,45,1,1.5,204,0,0,1,0,0
36,2,40,3,0.6,0,0,0,1,1,0
27,2,80,3,1.6,185,0,0,1,1,0
31,1,20,3,0.4,0,0,0,1,0,0
63,1,41,3,0.5,0,0,0,0,1,0
34,1,31,1,0.3,104,0,0,1,1,0
52,4,35,2,0.2,0,0,0,1,0,0
57,3,40,3,1.4,137,0,0,1,1,0
63,1,84,3,1.8,0,0,0,0,0,0
26,2,53,3,1.6,0,0,0,1,0,0
35,4,85,3,4.0,0,0,0,1,0,0
58,2,138,1,3.9,0,0,0,1,0,0
32,2,71,3,1.75,108,0,0,0,0,0
64,1,113,3,0.8,0,0,0,0,1,0
50,2,23,2,1.0,0,1,0,0,0,0
34,3,62,1,2.3,0,0,0,0,0,0
36,4,14,3,0.2,100,0,0,1,1,0
43,2,60,3,2.2,0,0,0,0,1,0
28,3,94,1,0.8,236,0,0,1,0,0
64,3,83,2,1.8,0,0,0,1,0,0
60,3,130,3,6.3,437,0,1,1,1,1
62,4,61,1,1.7,0,0,0,0,0,0
27,2,92,1,3.1,178,0,0,1,0,0
42,2,20,3,0.8,117,0,0,1,1,0
45,2,194,1,8.8,428,0,0,0,0,0
36,1,74,1,2.5,0,0,0,0,1,0
48,2,84,3,0.4,145,0,0,0,0,0
65,3,98,2,1.8,333,0,0,0,0,0
39,3,52,1,2.33,0,0,0,1,0,0
51,1,55,2,1.3,236,0,0,0,1,0
30,4,64,1,3.4,117,0,0,0,0,0
65,1,128,1,2.5,162,0,0,1,0,0
38,4,113,2,1.7,0,0,0,0,1,1
29,3,50,2,1.1,0,0,0,0,1,0
42,4,54,2,2.2,0,0,0,0,0,0
63,1,129,1,0.9,366,0,0,1,0,0
46,4,82,1,0.4,0,0,0,0,0,0
62,4,100,2,1.7,0,0,0,1,0,0
58,4,44,1,2.2,0,1,0,0,0,0
56,4,164,2,0.5,234,0,1,1,1,1
56,2,81,1,3.7,121,0,0,1,1,0
34,1,71,1,0.1,257,0,0,1,1,0
42,1,28,3,0.5,90,0,0,0,0,0
30,3,80,1,1.5,219,0,0,1,0,0
61,4,90,2,1.9,0,0,0,1,0,0
38,1,74,2,3.6,0,0,0,1,1,0
50,2,14,3,0.7,0,1,0,1,0,0
61,2,23,2,0.5,103,0,0,1,0,0
41,1,153,1,1.7,337,0,0,0,1,0
42,3,38,3,0.9,0,0,0,0,0,0
29,2,112,2,2.0,382,1,0,0,0,0
51,1,145,1,8.1,397,0,0,0,1,0
32,2,28,2,0.3,88,0,0,1,0,0
34,4,31,3,1.1,0,0,0,1,1,0
26,1,195,1,6.33,0,0,0,1,1,0
54,3,50,3,2.0,0,0,0,1,1,0
38,4,71,3,2.0,0,0,0,0,0,0
62,3,21,3,0.3,0,0,0,0,0,0
37,2,35,3,0.8,125,0,0,0,0,0
46,1,42,1,2.4,0,0,0,1,1,0
52,4,78,3,3.6,141,0,0,1,0,0
32,4,73,2,2.2,0,0,0,0,0,0
49,2,53,3,1.0,181,0,0,0,0,0
28,2,51,3,1.6,123,0,0,0,0,0
55,2,40,3,2.3,0,0,0,1,0,0
52,1,178,1,1.0,0,0,0,0,0,0
32,2,35,1,0.3,0,0,0,0,1,0
31,1,192,2,0.0,0,0,0,1,0,1
27,1,123,1,5.4,0,0,0,0,0,0
32,2,48,2,1.67,0,1,1,1,1,0
52,3,45,2,0.6,0,0,0,0,0,0
52,1,15,1,0.2,0,0,0,1,0,0
50,1,79,1,0.3,120,0,0,1,0,0
32,4,63,2,2.0,0,1,0,1,0,0
61,2,30,3,0.2,0,0,0,1,0,0
60,4,145,1,6.9,380,0,0,0,1,1
28,3,32,2,1.0,0,0,0,0,0,0
34,2,64,1,0.1,224,0,0,1,1,0
31,1,84,1,0.1,0,0,0,1,0,0
31,1,21,2,0.4,0,0,0,1,0,0
62,4,99,2,1.7,0,0,0,1,0,0
47,2,35,1,1.3,0,0,0,1,0,0
50,1,180,1,1.7,0,0,0,1,1,0
36,1,42,1,1.33,0,0,0,1,0,0
26,4,179,2,2.1,0,0,0,0,0,1
51,4,42,3,0.1,0,0,0,0,0,0
52,2,180,2,9.0,297,0,0,1,0,1
35,4,82,1,3.4,0,0,0,0,0,0
42,2,55,1,0.7,149,0,0,0,0,0
36,2,79,1,2.2,0,0,0,1,0,0
41,2,48,3,0.6,215,0,0,0,1,0
49,1,93,1,2.7,0,1,0,1,0,0
57,2,23,3,0.2,0,0,0,0,0,0
44,3,50,1,2.33,200,0,0,0,0,0
60,2,85,1,2.0,0,0,0,1,0,0
38,1,35,2,1.5,97,0,0,1,0,0
26,3,171,2,6.0,0,0,0,1,0,1
29,4,29,2,1.5,0,0,0,0,1,0
59,1,84,3,1.8,0,0,0,1,1,0
51,4,20,2,0.5,0,0,0,1,0,0
50,1,14,3,0.4,0,0,0,1,1,0
35,1,179,1,8.6,357,0,0,0,0,0
61,1,48,1,0.8,158,0,0,1,0,0
42,1,74,1,2.8,0,0,0,1,0,0
55,1,53,1,1.4,0,0,0,0,0,0
50,1,83,2,2.8,0,0,0,1,1,0
64,2,171,1,2.1,433,0,0,0,0,0
54,4,85,1,4.9,0,0,0,1,0,0
50,4,38,2,0.9,0,0,0,1,0,0
31,3,85,1,1.6,157,0,0,1,1,0
32,1,79,1,0.1,0,0,0,0,0,0
44,4,69,1,0.4,0,0,0,0,0,0
60,3,43,3,0.9,0,0,0,1,1,0
60,2,33,1,0.3,101,0,0,1,0,0
62,3,42,3,0.1,149,0,0,0,1,0
46,4,40,3,1.9,122,0,0,1,0,0
57,1,43,3,1.8,0,0,0,0,0,0
30,4,20,3,0.5,117,0,0,0,0,0
58,3,65,1,2.5,222,0,0,1,0,0
39,3,139,1,3.4,483,0,0,1,0,1
60,3,135,3,0.3,0,0,0,1,0,1
59,3,84,3,1.6,0,0,0,1,0,0
50,1,179,3,2.9,0,0,0,0,1,1
63,4,45,2,1.3,86,0,0,0,0,0
27,2,109,1,2.5,0,0,0,1,0,0
54,4,34,3,0.1,0,0,0,1,0,0
62,1,162,1,1.3,0,0,0,1,0,0
60,2,105,1,1.4,0,0,0,1,0,0
38,3,22,2,0.2,0,0,0,1,0,0
34,2,82,1,1.8,178,0,0,1,1,0
65,4,105,2,1.7,230,1,0,1,0,0
55,1,62,3,1.8,0,0,0,1,0,0
57,2,82,1,2.0,83,0,0,0,1,0
27,4,72,1,0.0,0,0,0,1,0,0
35,4,38,1,1.7,0,0,0,1,1,0
52,4,25,1,1.0,0,0,0,0,0,0
45,1,20,3,0.75,0,0,0,1,0,0
29,4,80,2,1.8,0,0,0,1,1,0
44,3,84,1,1.1,0,0,0,0,0,0
47,1,33,1,1.0,0,0,0,1,1,0
62,3,55,3,0.9,0,0,0,1,0,0
52,2,33,2,0.7,0,0,0,0,1,0
47,4,190,3,0.3,305,0,0,0,0,1
42,1,43,3,0.3,158,0,0,0,0,0
65,3,45,3,0.1,0,0,0,1,0,0
42,1,141,1,3.5,0,0,0,0,0,0
40,4,69,1,2.4,0,0,0,1,0,0
32,4,78,2,0.1,0,0,0,1,0,0
40,1,84,3,3.7,0,0,0,1,0,0
55,1,172,2,5.2,0,0,0,0,0,1
32,4,51,1,0.2,154,1,0,0,1,0
58,1,75,3,1.4,0,0,0,1,0,0
46,1,183,2,3.1,0,0,1,1,1,1
53,4,20,3,0.4,0,0,0,1,1,0
63,2,101,3,3.9,294,0,0,1,0,1
40,1,129,3,5.9,0,0,0,1,0,1
41,2,63,1,3.2,0,0,0,0,0,0
60,4,44,1,2.1,0,0,0,0,0,0
65,1,184,3,5.4,176,0,1,1,1,1
59,2,100,1,2.0,127,0,0,0,0,0
48,3,12,1,0.4,0,0,0,0,0,0
59,2,68,3,2.3,128,1,0,1,0,0
33,1,48,1,1.0,212,0,0,1,0,0
40,2,82,1,0.4,0,0,0,0,0,0
42,2,52,1,2.5,0,0,0,0,0,0
65,2,154,2,4.6,0,1,1,1,1,1
30,1,39,1,1.5,0,0,0,0,1,0
30,1,40,1,0.3,0,0,1,1,1,0
42,4,54,3,1.9,164,0,0,0,0,0
32,2,32,2,1.0,103,0,1,1,1,0
55,2,64,3,2.3,0,0,0,0,0,0
29,2,92,1,1.3,287,0,0,1,0,0
64,1,40,3,2.5,94,0,0,1,1,0
37,3,60,3,0.5,0,0,0,1,0,0
31,2,85,1,1.3,119,0,0,1,1,0
25,4,21,1,0.4,90,0,0,1,0,0
31,1,35,3,0.6,171,0,0,0,0,0
32,2,52,1,0.1,0,0,0,1,0,0
58,1,128,1,7.4,0,0,0,0,0,0
26,1,195,1,6.33,0,0,0,0,0,0
51,2,68,2,1.5,117,0,0,0,1,0
65,2,55,1,1.1,0,0,0,0,0,0
43,1,55,1,0.2,0,0,0,1,0,0
46,4,80,1,0.4,0,0,0,1,1,0
28,1,123,1,0.8,146,0,0,0,0,0
63,4,90,2,1.9,106,1,0,1,0,0
59,1,61,3,1.4,0,0,0,0,0,0
42,3,41,2,2.5,0,0,0,1,0,0
58,2,43,3,1.6,0,0,0,1,0,0
39,3,71,1,0.1,162,1,0,1,0,0
36,4,25,1,1.0,0,0,0,1,0,0
60,1,154,2,3.0,0,1,1,1,0,1
47,1,141,1,2.4,0,0,0,0,0,0
29,2,22,3,0.9,110,0,0,0,0,0
52,2,145,1,6.8,0,0,0,1,0,0
41,3,49,3,0.5,0,0,0,1,0,0
63,1,109,1,2.0,0,0,0,1,0,0
59,3,80,1,0.5,0,0,0,1,1,0
44,4,82,2,1.4,201,0,0,1,1,0
54,4,52,1,2.5,0,0,0,1,0,0
29,3,85,1,2.5,0,0,0,1,1,0
51,1,148,1,1.0,0,0,0,0,0,0
63,2,160,1,2.1,0,0,0,0,1,0
36,4,39,1,1.7,0,0,0,1,0,0
42,2,25,3,0.8,0,0,0,0,1,0
51,1,33,3,1.4,0,0,0,1,1,0
47,3,38,2,2.5,0,0,0,0,0,0
40,4,85,3,0.2,0,0,0,1,1,0
54,1,48,1,0.2,0,0,0,1,0,0
47,4,15,3,0.6,77,0,0,1,0,0
35,1,94,1,0.0,174,0,0,1,0,0
28,2,120,1,0.6,0,0,0,1,0,0
45,1,60,3,0.7,159,0,0,1,0,0
33,2,145,1,4.33,277,0,0,0,1,0
62,2,29,3,0.7,0,0,0,0,0,0
45,3,78,2,2.67,0,0,0,1,0,0
59,4,59,2,1.2,0,0,0,1,0,0
58,2,80,3,4.5,0,0,0,0,1,0
52,1,180,1,1.0,0,0,0,1,1,0
34,3,8,2,0.1,83,0,0,1,0,0
65,1,23,3,1.5,0,0,0,1,0,0
48,2,79,3,3.8,0,0,0,1,0,0
44,2,78,3,3.8,268,0,0,0,0,0
61,1,64,2,0.0,0,0,0,0,1,0
40,4,64,3,0.2,0,0,0,1,1,0
65,4,160,1,3.8,237,0,0,1,0,1
28,1,43,3,1.0,102,0,0,0,0,0
67,1,32,3,1.1,0,0,0,0,1,0
35,2,179,1,0.0,76,1,0,1,0,0
60,1,8,1,0.1,0,0,0,1,0,0
58,1,63,1,1.6,0,1,0,1,0,0
55,2,40,3,2.3,0,1,0,1,0,0
34,4,99,2,2.2,155,0,0,1,0,0
35,2,141,2,4.5,0,0,0,0,0,1
28,1,159,1,1.5,0,0,0,1,1,0
38,2,39,1,0.3,174,0,0,1,0,0
62,4,99,2,1.7,0,0,0,0,0,0
30,4,18,2,0.3,0,0,0,1,1,0
38,2,38,1,0.3,0,0,0,1,1,0
33,1,133,1,0.0,0,0,0,1,0,0
58,2,84,1,2.8,0,0,0,1,1,0
59,1,60,2,0.0,0,0,0,1,1,0
52,3,178,3,5.4,147,0,0,1,0,1
36,1,18,3,0.5,0,0,0,0,1,0
45,1,73,3,0.8,0,0,0,1,0,0
49,1,125,1,7.3,0,0,0,0,0,0
52,1,91,2,4.3,0,0,1,1,1,1
54,2,74,1,1.1,0,0,0,1,0,0
30,2,35,2,0.3,0,1,0,0,1,0
65,1,113,1,2.0,0,0,0,1,1,0
34,4,52,2,2.2,0,0,0,0,0,0
30,2,191,2,4.4,0,0,0,1,0,1
51,1,18,3,0.3,93,0,0,0,1,0
52,2,25,1,0.0,0,0,0,1,1,0
43,4,50,3,1.9,0,0,0,0,0,0
35,4,75,3,0.7,0,0,0,1,1,0
56,2,92,3,4.5,0,1,0,0,1,0
57,2,33,2,2.0,0,0,0,1,0,0
58,3,65,3,2.2,0,0,0,0,0,0
53,3,44,1,1.7,0,0,0,0,0,0
45,2,183,1,1.4,354,0,0,0,0,0
44,2,175,1,1.4,0,0,0,1,1,0
54,4,28,3,1.5,0,0,0,1,1,0
41,4,49,2,2.2,0,0,0,0,0,0
52,4,45,1,1.8,0,0,0,1,0,0
43,4,64,3,3.0,221,0,0,1,0,1
63,3,22,3,0.1,90,0,0,1,0,0
54,1,120,1,7.4,119,0,0,1,1,0
33,2,175,1,6.7,102,0,0,1,0,0
25,4,101,3,2.3,256,0,0,0,1,0
41,1,104,3,1.0,0,0,0,1,0,0
40,4,155,3,0.1,0,0,1,1,1,1
43,1,58,1,2.4,0,0,0,0,0,0
36,4,80,2,2.2,0,0,0,1,0,0
57,1,45,3,1.8,195,0,0,0,0,0
34,1,134,1,4.6,164,1,0,1,0,0
38,4,58,3,2.0,153,1,0,0,0,0
47,1,20,1,0.2,0,0,0,1,1,0
39,4,25,3,1.5,0,0,0,1,0,0
45,1,55,1,0.3,0,0,0,1,1,0
62,1,155,1,1.3,0,0,0,0,0,0
59,1,30,1,1.3,0,0,0,1,1,0
61,4,39,1,0.4,0,0,0,1,1,0
36,4,73,3,2.0,188,0,0,1,0,0
58,4,41,1,1.3,0,0,0,1,0,0
55,4,34,3,0.1,157,0,0,1,0,0
29,3,21,3,0.9,119,0,0,0,0,0
34,4,11,1,0.3,0,1,1,1,1,0
61,2,154,1,6.9,0,0,0,0,0,0
50,4,19,3,0.4,0,0,0,0,0,0
52,2,101,2,2.4,0,0,0,1,0,0
39,1,24,1,1.0,116,0,0,1,1,0
55,2,131,1,2.7,0,1,0,0,0,0
33,1,105,1,4.0,0,0,0,1,0,0
47,1,52,2,1.2,194,0,0,0,0,0
57,4,21,2,0.9,113,1,0,0,0,0
57,3,45,1,1.4,198,0,0,1,0,0
40,1,39,1,2.0,0,0,0,1,0,0
50,2,192,1,2.8,238,0,0,0,1,0
29,1,195,1,4.3,0,0,0,0,0,0
46,3,83,1,0.7,0,0,0,0,0,0
42,3,34,2,1.0,0,1,0,1,0,0
59,4,49,2,1.7,104,0,0,1,0,0
31,4,60,3,4.0,244,0,0,0,0,0
51,4,41,1,1.8,0,0,0,0,0,0
35,3,72,1,2.3,285,0,0,0,0,0
59,4,102,2,3.0,115,0,0,1,0,1
35,3,31,1,1.3,0,0,0,0,0,0
46,1,73,2,1.5,128,0,0,1,0,0
34,1,89,1,0.0,0,0,0,1,0,0
55,4,19,3,0.7,121,1,0,0,1,0
64,4,63,2,1.2,0,0,0,1,0,0
34,3,104,3,1.2,0,0,0,1,0,0
61,1,40,2,0.8,128,0,0,1,0,0
63,2,92,3,0.0,0,0,0,1,0,0
59,2,72,2,0.7,226,0,0,0,0,0
51,3,44,2,1.9,141,0,0,0,0,0
41,4,114,1,3.5,0,0,0,0,1,1
37,4,73,1,2.4,0,0,0,0,0,0
64,4,63,2,1.2,0,1,0,0,1,0
44,1,69,3,0.8,184,0,1,1,1,0
62,3,42,1,1.5,0,0,0,1,0,0
50,1,88,1,2.7,0,0,0,1,0,0
43,2,98,1,0.4,0,0,0,1,0,0
34,1,65,1,3.0,227,0,0,1,0,1
38,2,12,2,0.3,104,1,0,1,0,0
29,4,122,1,3.0,0,0,0,0,1,1
39,2,12,3,0.0,0,0,0,0,0,0
53,2,24,1,0.2,0,0,0,0,1,0
43,4,170,1,4.25,318,0,1,1,1,1
61,4,184,2,2.3,342,0,1,1,1,1
46,4,25,3,0.6,125,0,0,0,0,0
57,2,131,1,2.7,0,0,0,0,0,0
59,2,50,3,2.3,0,0,0,0,1,0
52,2,21,1,0.4,0,1,0,1,0,0
29,3,55,2,1.1,0,0,0,1,0,0
57,1,124,2,0.2,0,0,0,1,0,1
49,4,58,1,2.6,188,0,0,0,0,0
39,2,72,1,2.8,0,0,0,1,0,0
56,1,192,3,7.0,0,0,1,1,0,1
63,3,83,2,1.8,0,0,0,1,0,0
37,1,93,1,2.8,0,1,0,1,0,0
56,3,38,3,1.0,110,1,0,1,0,0
45,4,55,3,1.9,164,1,0,0,0,0
66,3,11,3,0.1,0,1,0,0,1,0
40,2,85,1,0.4,0,1,0,0,0,0
50,1,124,1,4.9,266,0,0,1,0,0
60,2,129,1,6.0,0,0,0,1,0,0
31,1,180,1,4.3,0,0,0,0,0,0
40,4,74,2,1.4,0,0,0,1,0,0
36,1,138,3,7.0,86,0,0,1,0,1
55,2,111,3,3.6,0,0,0,0,1,1
54,3,83,1,0.8,0,0,0,1,0,0
35,4,33,1,1.7,87,0,0,1,0,0
55,4,21,3,0.7,0,0,0,0,0,0
36,2,35,1,0.3,98,0,0,1,0,0
66,1,105,3,0.8,0,1,1,1,1,0
38,1,103,2,0.8,0,0,0,0,1,0
58,2,75,3,2.3,0,0,0,0,0,0
41,1,33,1,0.7,104,0,0,0,0,0
60,4,52,2,1.7,0,1,0,1,0,0
47,1,89,2,2.6,0,1,1,1,1,0
62,1,63,3,2.5,0,0,0,0,0,0
48,4,84,2,3.1,0,1,1,1,0,1
61,4,44,1,2.1,0,0,0,0,0,0
29,3,29,1,1.0,0,0,0,1,1,0
45,1,29,3,0.3,0,0,0,1,0,0
39,2,22,2,0.3,0,0,0,1,0,0
31,4,53,1,2.2,114,0,0,1,0,0
39,2,24,2,0.3,0,0,0,1,0,0
63,1,153,1,1.3,455,0,0,0,0,0
28,2,31,2,0.3,0,1,0,1,0,0
56,2,21,2,0.7,0,0,0,1,0,0
31,2,180,1,6.7,0,0,0,0,0,0
46,3,82,2,0.7,0,0,0,1,1,0
42,4,90,1,0.8,245,1,0,0,0,0
53,4,154,3,7.4,0,0,0,0,0,1
41,2,99,2,1.8,0,0,0,1,1,0
61,1,153,2,2.6,0,1,1,0,1,1
31,2,93,2,3.1,0,0,0,1,0,1
62,1,53,2,0.0,0,0,0,0,0,0
59,3,18,2,1.3,104,0,1,1,1,0
49,1,70,1,2.9,0,0,0,0,0,0
65,4,100,3,1.7,0,0,0,0,1,0
30,3,193,3,6.3,0,0,0,1,0,1
32,1,125,1,0.0,0,0,0,1,1,0
56,2,68,3,0.0,0,1,0,1,0,0
36,1,55,1,2.0,95,0,0,1,0,0
58,4,152,3,3.6,0,0,0,0,0,1
27,3,84,1,1.5,0,0,0,1,1,0
41,2,13,3,0.0,0,0,0,1,0,0
59,4,33,1,0.4,131,0,0,0,1,0
56,4,89,2,1.0,90,1,0,1,0,0
52,1,93,1,2.4,0,0,0,1,0,0
35,4,68,3,1.8,0,0,0,0,0,0
47,2,85,2,1.7,0,0,0,0,1,0
29,1,73,2,0.8,0,0,0,1,0,0
31,4,83,2,2.2,106,0,0,1,0,0
62,2,158,3,6.3,0,0,0,1,0,1
48,4,182,3,6.0,0,0,0,1,0,1
26,2,24,3,0.9,123,0,0,0,1,0
60,2,102,1,2.0,0,0,0,1,1,0
35,3,53,1,2.8,0,0,0,0,0,0
40,2,175,1,3.3,0,0,0,1,0,0
31,3,28,1,1.0,0,0,0,1,0,0
50,4,14,1,0.8,0,0,0,1,0,0
33,1,139,3,4.0,106,0,1,1,1,1
37,3,34,1,0.9,0,0,0,1,0,0
38,1,64,3,1.5,0,0,0,0,1,0
63,4,84,2,0.1,0,0,0,0,0,0
57,3,42,2,0.5,0,1,0,1,0,0
61,1,63,1,1.6,0,0,0,1,0,0
37,3,100,3,1.2,341,0,0,1,1,0
51,2,190,2,4.2,0,0,0,1,0,1
44,1,22,1,1.0,91,0,0,0,0,0
63,1,20,2,0.8,0,1,0,0,1,0
43,2,21,2,1.4,0,0,0,1,1,0
38,4,25,2,0.4,101,0,0,1,0,0
34,4,20,3,1.1,0,0,0,1,0,0
48,3,173,1,0.2,0,0,1,1,1,1
29,2,81,1,2.5,0,0,0,0,1,0
37,2,139,2,0.8,421,0,0,1,0,1
60,2,119,1,3.9,0,1,0,1,0,0
46,4,74,3,2.6,104,0,0,1,0,0
34,1,42,2,1.5,131,0,0,0,0,0
56,2,73,1,1.1,0,0,0,0,0,0
57,4,114,1,5.2,0,1,1,1,0,1
62,2,44,3,1.0,0,0,0,0,0,0
32,2,141,1,4.33,0,0,0,0,0,0
51,2,14,1,0.0,103,0,0,1,0,0
55,2,33,3,0.4,0,0,0,0,0,0
60,2,83,1,2.0,249,0,0,0,0,0
40,4,89,1,0.8,155,0,0,1,0,0
62,4,39,1,2.2,0,1,0,1,0,0
63,3,83,3,2.0,0,0,0,1,1,0
60,2,108,1,2.0,359,0,0,1,0,0
59,3,21,2,1.3,0,0,0,1,1,0
26,1,102,1,1.9,0,0,0,0,0,0
56,1,48,3,1.6,0,0,0,0,1,0
58,3,32,1,1.4,0,0,0,1,0,0
57,1,43,1,0.2,0,0,0,0,0,0
48,4,35,2,0.4,118,0,0,0,0,0
30,1,184,1,6.0,0,0,0,1,0,0
45,2,140,1,7.6,132,0,0,0,0,0
64,3,32,2,0.7,0,0,0,1,1,0
44,1,149,1,1.7,0,0,0,1,0,0
51,4,15,3,0.6,0,0,0,0,1,0
43,3,71,2,2.33,0,0,0,0,0,0
29,4,108,2,1.8,0,0,0,0,0,0
56,2,122,1,0.5,0,0,0,0,1,0
65,3,40,3,0.1,0,0,0,1,0,0
46,2,198,1,6.67,0,0,0,0,1,0
48,4,79,2,1.4,0,1,0,0,1,0
56,1,84,3,0.1,0,0,0,1,0,0
61,3,31,2,0.4,0,0,0,0,1,0
46,4,12,3,0.6,0,0,0,0,1,0
58,2,88,1,1.6,0,0,0,1,1,0
31,2,29,2,0.3,131,0,0,1,1,0
27,1,201,1,6.33,158,0,0,1,0,0
44,1,20,3,1.4,0,0,0,0,0,0
44,1,15,1,1.0,0,0,0,1,0,0
51,2,155,1,0.4,107,0,0,0,1,0
39,3,25,2,0.2,0,0,0,1,0,0
32,2,200,1,6.5,565,0,0,1,0,0
33,1,101,2,2.7,233,0,0,0,0,0
40,4,19,2,0.4,0,0,0,1,1,0
36,2,188,1,6.5,0,0,0,1,1,0
52,1,8,1,0.3,0,0,0,1,0,0
54,2,59,3,2.3,152,0,0,1,0,0
26,4,72,1,2.6,0,1,1,1,0,0
39,1,55,3,1.5,0,0,0,1,0,0
46,3,24,2,0.67,0,0,0,1,0,0
57,1,19,1,1.3,0,0,0,1,0,0
59,2,71,3,2.3,150,0,0,1,1,0
52,2,54,2,1.5,0,0,0,0,1,0
52,1,28,3,0.3,0,0,0,1,0,0
50,4,25,3,0.4,0,0,0,1,0,0
41,2,51,3,0.6,0,0,0,0,1,0
43,3,125,1,2.4,0,0,0,1,0,1
25,2,88,2,1.8,319,0,0,1,1,0
40,2,125,1,2.2,0,0,0,1,0,0
35,4,79,3,2.1,182,0,0,1,0,0
60,3,31,2,0.4,0,0,0,1,1,0
57,2,131,1,2.7,394,0,0,0,1,0
44,1,70,2,0.2,230,1,0,0,0,0
61,3,38,3,0.9,82,0,0,1,1,0
33,1,83,1,2.5,0,1,1,1,1,0
45,1,59,1,2.4,0,1,1,1,0,0
45,1,121,1,4.7,0,0,0,0,0,0
